0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 3.377439999999999998e+01 8.792849999999999682e+02 1.529450599999999895e+03 1.531653800000000047e+03
1.603800000000000017e-02 3.078800000000000203e+00 4.544189999999999685e+01 5.814909999999999712e+01 8.791445999999999685e+02 1.530470800000000054e+03 1.532593100000000049e+03
3.207499999999999934e-02 6.427100000000000257e+00 6.944029999999999347e+01 1.004020000000000010e+02 8.787223000000000184e+02 1.531778900000000021e+03 1.535353000000000065e+03
4.811300000000000299e-02 1.027560000000000073e+01 9.677509999999999479e+01 1.427019999999999982e+02 8.780140999999999849e+02 1.531843599999999924e+03 1.539763899999999921e+03
6.414999999999999869e-02 1.479630000000000045e+01 1.249859000000000009e+02 1.896778999999999940e+02 8.770135999999999967e+02 1.531772500000000036e+03 1.545558800000000019e+03
8.018799999999999539e-02 2.010279999999999845e+01 1.495918000000000063e+02 2.361281999999999925e+02 8.757123000000000275e+02 1.531424299999999903e+03 1.552393600000000106e+03
9.622500000000000497e-02 2.626229999999999976e+01 1.782385999999999910e+02 2.818158000000000243e+02 8.740997999999999593e+02 1.530643299999999954e+03 1.560083699999999908e+03
1.122630000000000017e-01 3.330939999999999657e+01 2.062627999999999986e+02 3.267751000000000090e+02 8.721640999999999622e+02 1.529275799999999890e+03 1.568444300000000112e+03
1.282999999999999974e-01 4.125710000000000122e+01 2.336118999999999915e+02 3.711515999999999735e+02 8.698918999999999642e+02 1.527184600000000046e+03 1.576602200000000039e+03
1.443379999999999941e-01 5.010459999999999781e+01 2.602497000000000185e+02 4.149587000000000216e+02 8.672686999999999671e+02 1.524263200000000097e+03 1.584140200000000050e+03
1.603749999999999898e-01 5.984279999999999688e+01 2.861512000000000171e+02 4.581938000000000102e+02 8.642791999999999462e+02 1.520446599999999989e+03 1.590694099999999935e+03
1.764129999999999865e-01 7.045749999999999602e+01 3.112991000000000099e+02 5.008623999999999796e+02 8.609066000000000258e+02 1.515718000000000075e+03 1.595968200000000024e+03
1.924500000000000099e-01 8.193139999999999645e+01 3.356770000000000209e+02 5.429745000000000346e+02 8.571331999999999880e+02 1.510112000000000080e+03 1.599743899999999940e+03
2.084880000000000067e-01 9.424569999999999936e+01 3.592644999999999982e+02 5.845407999999999902e+02 8.529396000000000413e+02 1.503713099999999940e+03 1.601883100000000013e+03
2.245250000000000024e-01 1.073807000000000045e+02 3.820325000000000273e+02 6.255664000000000442e+02 8.483046000000000504e+02 1.496650300000000016e+03 1.602325299999999970e+03
2.405629999999999991e-01 1.213157000000000068e+02 4.039426000000000272e+02 6.660479000000000269e+02 8.432052999999999656e+02 1.489087299999999914e+03 1.601080099999999902e+03
2.565999999999999948e-01 1.360289999999999964e+02 4.249467999999999961e+02 7.059695000000000391e+02 8.376169999999999618e+02 1.481210299999999961e+03 1.598216200000000072e+03
2.726379999999999915e-01 1.514972999999999956e+02 4.449905999999999722e+02 7.453025999999999840e+02 8.315132999999999583e+02 1.473213899999999967e+03 1.593846800000000030e+03
2.886750000000000149e-01 1.676946000000000083e+02 4.640174999999999841e+02 7.840071000000000367e+02 8.248664999999999736e+02 1.465285800000000108e+03 1.588114299999999957e+03
3.047130000000000116e-01 1.845915999999999997e+02 4.819735999999999763e+02 8.142798000000000229e+02 8.260727000000000544e+02 1.457593299999999999e+03 1.581174400000000105e+03
3.207499999999999796e-01 2.021539999999999964e+02 4.988140999999999963e+02 8.064651000000000067e+02 8.634261000000000195e+02 1.450272099999999909e+03 1.573180399999999963e+03
3.367879999999999763e-01 2.203413999999999930e+02 5.145087999999999511e+02 7.980190999999999804e+02 8.999622000000000526e+02 1.443418899999999894e+03 1.564271300000000110e+03
3.528249999999999997e-01 2.391056000000000097e+02 5.290456000000000358e+02 7.889192000000000462e+02 9.356275000000000546e+02 1.437089600000000019e+03 1.554560099999999920e+03
3.688629999999999964e-01 2.583888000000000034e+02 5.424326999999999543e+02 7.791470000000000482e+02 9.703759000000000015e+02 1.431297000000000025e+03 1.544128200000000106e+03
3.849000000000000199e-01 2.781222999999999956e+02 5.546973000000000411e+02 7.686907999999999674e+02 1.004172900000000027e+03 1.426010999999999967e+03 1.533021300000000110e+03
4.009380000000000166e-01 2.982228999999999814e+02 5.658813000000000102e+02 7.575494999999999663e+02 1.036995499999999993e+03 1.421167500000000018e+03 1.521250600000000077e+03
4.169749999999999845e-01 3.185910000000000082e+02 5.760357999999999947e+02 7.457369999999999663e+02 1.068834499999999935e+03 1.416691800000000057e+03 1.508796499999999924e+03
4.330129999999999812e-01 3.391050000000000182e+02 5.852120999999999640e+02 7.332894999999999754e+02 1.099691700000000083e+03 1.412518499999999904e+03 1.495616500000000087e+03
4.490500000000000047e-01 3.596150000000000091e+02 5.934534999999999627e+02 7.202739000000000260e+02 1.129578400000000101e+03 1.408604000000000042e+03 1.481653700000000072e+03
4.650880000000000014e-01 3.799320000000000164e+02 6.007884999999999991e+02 7.068010000000000446e+02 1.158511799999999994e+03 1.404933800000000019e+03 1.466846399999999903e+03
4.811250000000000249e-01 3.998088999999999942e+02 6.072267000000000507e+02 6.930467999999999620e+02 1.186510399999999890e+03 1.401525599999999940e+03 1.451137300000000096e+03
4.971630000000000216e-01 4.189110000000000014e+02 6.127585000000000264e+02 6.792848000000000184e+02 1.213590400000000045e+03 1.398427100000000110e+03 1.434480600000000095e+03
5.131999999999999895e-01 4.367640000000000100e+02 6.173586999999999989e+02 6.659383000000000266e+02 1.239759399999999914e+03 1.395710499999999911e+03 1.416848600000000033e+03
5.292379999999999862e-01 4.526772000000000276e+02 6.209918000000000120e+02 6.536566000000000258e+02 1.265009700000000066e+03 1.393461800000000039e+03 1.398238700000000108e+03
5.452749999999999542e-01 4.656490000000000009e+02 6.236203000000000429e+02 6.433966000000000349e+02 1.289294599999999946e+03 1.391769800000000032e+03 1.378694500000000062e+03
5.613129999999999509e-01 4.743543999999999983e+02 6.252119000000000142e+02 6.364058999999999742e+02 1.312387400000000071e+03 1.390714600000000019e+03 1.358442500000000109e+03
5.773500000000000298e-01 4.774572999999999752e+02 6.257449000000000296e+02 6.338985999999999876e+02 1.329490399999999909e+03 1.390355199999999968e+03 1.342221399999999903e+03
5.932229999999999448e-01 4.774406999999999925e+02 6.277347999999999502e+02 6.337247999999999593e+02 1.341648899999999912e+03 1.390461399999999912e+03 1.328948699999999917e+03
6.090959999999999708e-01 4.773953999999999951e+02 6.332023000000000366e+02 6.339633999999999787e+02 1.340003699999999981e+03 1.390683099999999968e+03 1.327325700000000097e+03
6.249689999999999968e-01 4.773342000000000098e+02 6.323278999999999996e+02 6.432404999999999973e+02 1.337463999999999942e+03 1.390766699999999901e+03 1.324628899999999931e+03
6.408420000000000227e-01 4.772796000000000163e+02 6.310959000000000287e+02 6.562413000000000238e+02 1.334233600000000024e+03 1.390384199999999964e+03 1.320871200000000044e+03
6.567150000000000487e-01 4.772631999999999834e+02 6.294985000000000355e+02 6.722473999999999705e+02 1.330479499999999916e+03 1.389209100000000035e+03 1.316072699999999941e+03
6.725870000000000459e-01 4.773272999999999797e+02 6.275257000000000289e+02 6.908275999999999613e+02 1.326305399999999963e+03 1.386963400000000092e+03 1.310261299999999892e+03
6.884599999999999609e-01 4.775251000000000090e+02 6.251649999999999636e+02 7.115395999999999503e+02 1.321751899999999978e+03 1.383441700000000083e+03 1.303475200000000086e+03
7.043329999999999869e-01 4.779203999999999724e+02 6.224018999999999551e+02 7.339556000000000040e+02 1.316807999999999993e+03 1.378522999999999911e+03 1.295766100000000051e+03
7.202060000000000128e-01 4.785885000000000105e+02 6.192195000000000391e+02 7.576784999999999854e+02 1.311428799999999910e+03 1.372176300000000083e+03 1.287202099999999973e+03
7.360790000000000388e-01 4.796139000000000010e+02 6.155991000000000213e+02 7.823467000000000553e+02 1.305554699999999912e+03 1.364461299999999937e+03 1.277873199999999997e+03
7.519519999999999538e-01 4.810896999999999935e+02 6.115202000000000453e+02 8.076325000000000500e+02 1.299130100000000084e+03 1.355524300000000039e+03 1.267896799999999985e+03
7.678249999999999797e-01 4.831145000000000209e+02 6.069605999999999995e+02 8.332279999999999518e+02 1.292122399999999971e+03 1.345588500000000067e+03 1.257427100000000110e+03
7.836969999999999770e-01 4.857885999999999740e+02 6.018972999999999729e+02 8.588244999999999436e+02 1.284539999999999964e+03 1.334938400000000001e+03 1.246668200000000070e+03
7.995700000000000029e-01 4.892103999999999928e+02 5.963066000000000031e+02 8.840815000000000055e+02 1.276444899999999961e+03 1.323902299999999968e+03 1.235894199999999955e+03
8.154430000000000289e-01 4.934707000000000221e+02 5.901645999999999503e+02 9.085833000000000084e+02 1.267952600000000075e+03 1.312839600000000019e+03 1.225480499999999893e+03
8.313160000000000549e-01 4.986485999999999876e+02 5.834475999999999658e+02 9.317831999999999653e+02 1.259206899999999905e+03 1.302150900000000092e+03 1.215947499999999991e+03
8.471889999999999699e-01 5.048052999999999884e+02 5.761322000000000116e+02 9.529371999999999616e+02 1.250323699999999917e+03 1.292306800000000067e+03 1.208015799999999899e+03
8.630619999999999958e-01 5.119807000000000130e+02 5.681924999999999955e+02 9.710601000000000340e+02 1.241318400000000111e+03 1.283786800000000085e+03 1.202642399999999952e+03
8.789350000000000218e-01 5.201888999999999896e+02 5.595778000000000247e+02 9.849826000000000477e+02 1.232070500000000038e+03 1.277138099999999895e+03 1.200954199999999901e+03
8.948070000000000190e-01 5.294102000000000317e+02 5.501123000000000047e+02 9.936295999999999822e+02 1.222394099999999980e+03 1.272905400000000100e+03 1.203945500000000038e+03
9.106800000000000450e-01 5.388295000000000528e+02 5.407586000000000013e+02 9.964851999999999634e+02 1.212924999999999955e+03 1.271457499999999982e+03 1.211308899999999994e+03
9.265529999999999600e-01 5.284764999999999873e+02 5.508433999999999742e+02 9.938713000000000193e+02 1.201203500000000076e+03 1.272875600000000077e+03 1.224884399999999914e+03
9.424259999999999859e-01 5.166031000000000404e+02 5.627689000000000306e+02 9.867336999999999989e+02 1.189864100000000008e+03 1.276955600000000004e+03 1.241238100000000031e+03
9.582990000000000119e-01 5.040111999999999739e+02 5.753677999999999884e+02 9.761500999999999522e+02 1.178125600000000077e+03 1.283374199999999973e+03 1.260012699999999995e+03
9.741720000000000379e-01 4.907302000000000248e+02 5.885384000000000242e+02 9.630267000000000053e+02 1.166070899999999938e+03 1.291783500000000004e+03 1.280168799999999919e+03
9.900449999999999529e-01 4.767894000000000005e+02 6.022024000000000115e+02 9.480249999999999773e+02 1.153696799999999939e+03 1.301734300000000076e+03 1.300910000000000082e+03
1.005916999999999950e+00 4.622244000000000028e+02 6.162423000000000002e+02 9.315973000000000184e+02 1.140965200000000095e+03 1.312681599999999889e+03 1.321718100000000049e+03
1.021789999999999976e+00 4.470776000000000181e+02 6.305230999999999995e+02 9.140442000000000462e+02 1.127810999999999922e+03 1.324170299999999997e+03 1.342164700000000039e+03
1.037663000000000002e+00 4.313980999999999995e+02 6.449097000000000435e+02 8.955626999999999498e+02 1.114145500000000084e+03 1.335735699999999952e+03 1.362013699999999972e+03
1.053536000000000028e+00 4.152407000000000039e+02 6.592726000000000113e+02 8.762815000000000509e+02 1.099861900000000105e+03 1.346990099999999984e+03 1.381113000000000056e+03
1.069409000000000054e+00 3.986657000000000153e+02 6.734927000000000135e+02 8.562853000000000065e+02 1.084841200000000072e+03 1.357628400000000056e+03 1.399388500000000022e+03
1.085282000000000080e+00 3.817373999999999796e+02 6.874640000000000555e+02 8.356299000000000206e+02 1.068957000000000107e+03 1.367442999999999984e+03 1.416825900000000047e+03
1.101155000000000106e+00 3.645230999999999995e+02 7.010943999999999505e+02 8.143544000000000551e+02 1.052080500000000029e+03 1.376329700000000003e+03 1.433455500000000029e+03
1.117026999999999992e+00 3.470923999999999978e+02 7.143070999999999913e+02 7.924883999999999560e+02 1.034084800000000087e+03 1.384286299999999983e+03 1.449337299999999914e+03
